team_num, team_name, num_matches, tot_auto_left, tot_auto_center, tot_auto_right, tot_auto_cross, tot_auto_pyramid_intake, avg_auto_pyramid_intake, tot_auto_unprotected_intake, avg_auto_unprotected_intake, perc_auto_near_switch_made, avg_auto_near_switch_made, avg_auto_near_switch_attempts, tot_auto_near_switch_made, tot_auto_near_switch_attempts, perc_auto_scale_high_made, avg_auto_scale_high_made, avg_auto_scale_high_attempts, tot_auto_scale_high_made, tot_auto_scale_high_attempts, avg_tele_scale_high_missed, perc_auto_scale_low_made, avg_auto_scale_low_made, avg_auto_scale_low_attempts, tot_auto_scale_low_made, tot_auto_scale_low_attempts, avg_tele_scale_low_missed, perc_auto_exchange_made, avg_auto_exchange_made, avg_auto_exchange_attempts, tot_auto_exchange_made, tot_auto_exchange_attempts, tot_tele_intake, avg_tele_intake, max_tele_intake, tot_tele_floor_intake, avg_tele_floor_intake, perc_tele_portal_intake_made, avg_tele_portal_intake_made, avg_tele_portal_intake_attempts, tot_tele_portal_intake_made, tot_tele_portal_intake_attempts, tot_tele_pyramid_intake, avg_tele_pyramid_intake, tot_tele_unprotected_intake, avg_tele_unprotected_intake, perc_tele_near_switch_made, avg_tele_near_switch_made, avg_tele_near_switch_attempts, tot_tele_near_switch_made, tot_tele_near_switch_attempts, perc_tele_far_switch_made, avg_tele_far_switch_made, avg_tele_far_switch_attempts, tot_tele_far_switch_made, tot_tele_far_switch_attempts, perc_tele_scale_high_made, avg_tele_scale_high_made, avg_tele_scale_high_attempts, tot_tele_scale_high_made, tot_tele_scale_high_attempts, perc_tele_scale_low_made, avg_tele_scale_low_made, avg_tele_scale_low_attempts, tot_tele_scale_low_made, tot_tele_scale_low_attempts, perc_tele_exchange_made, avg_tele_exchange_made, avg_tele_exchange_attempts, tot_tele_exchange_made, tot_tele_exchange_attempts, tot_tele_cubes_scored, avg_tele_cubes_scored, max_tele_cubes_scored, tot_tele_knockouts, avg_tele_knockouts, avg_tele_cubes_descored, tot_tele_cubes_dropped, avg_tele_cubes_dropped, max_tele_highest_level, frq_tele_highest_level, tot_tele_orderly, perc_tele_climb, tot_tele_climb, tot_tele_climb_attempts, perc_tele_plus_one, tot_tele_plus_one, tot_tele_plus_one_attempts, perc_tele_plus_two, tot_tele_plus_two, tot_tele_plus_two_attempts, tot_tele_climb_assisted, tot_tele_platform, avg_tele_pyramid_scale_cycle, avg_tele_pyramid_near_switch_cycle, avg_tele_pyramid_far_switch_cycle, avg_tele_pyramid_exchange_cycle, avg_tele_unprotected_scale_cycle, avg_tele_unprotected_near_switch_cycle, avg_tele_unprotected_far_switch_cycle, avg_tele_unprotected_exchange_cycle, avg_tele_portal_scale_cycle, avg_tele_portal_near_switch_cycle, avg_tele_portal_far_switch_cycle, avg_tele_portal_exchange_cycle, avg_tele_floor_scale_cycle, avg_tele_floor_near_switch_cycle, avg_tele_floor_far_switch_cycle, avg_tele_floor_exchange_cycle, tot_tele_pyramid_scale_cycle, tot_tele_pyramid_near_switch_cycle, tot_tele_pyramid_far_switch_cycle, tot_tele_pyramid_exchange_cycle, tot_tele_unprotected_scale_cycle, tot_tele_unprotected_near_switch_cycle, tot_tele_unprotected_far_switch_cycle, tot_tele_unprotected_exchange_cycle, tot_tele_portal_scale_cycle, tot_tele_portal_near_switch_cycle, tot_tele_portal_far_switch_cycle, tot_tele_portal_exchange_cycle, tot_tele_floor_scale_cycle, tot_tele_floor_near_switch_cycle, tot_tele_floor_far_switch_cycle, tot_tele_floor_exchange_cycle, max_tele_pyramid_scale_cycle, max_tele_pyramid_near_switch_cycle, max_tele_pyramid_far_switch_cycle, max_tele_pyramid_exchange_cycle, max_tele_unprotected_scale_cycle, max_tele_unprotected_near_switch_cycle, max_tele_unprotected_far_switch_cycle, max_tele_unprotected_exchange_cycle, max_tele_portal_scale_cycle, max_tele_portal_near_switch_cycle, max_tele_portal_far_switch_cycle, max_tele_portal_exchange_cycle, max_tele_floor_scale_cycle, max_tele_floor_near_switch_cycle, max_tele_floor_far_switch_cycle, max_tele_floor_exchange_cycle, avg_driver_rating, avg_defense_rating, alliance_rating
3853, Pridetronics, 9, 5, 2, 2, 8, 0, 0, 0, 0, 99.9, 0.222, 0.222, 2, 2, 0, 0, 0, 0, 0, 0.111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 5.222, 11, 12, 1.333, 0, 0, 0, 0, 0, 19, 2.111, 16, 1.778, 84.211, 1.778, 2.111, 16, 19, 100, 0.111, 0.111, 1, 1, 83.333, 0.556, 0.667, 5, 6, 100, 1.333, 1.333, 12, 12, 92.308, 1.333, 1.444, 12, 13, 46, 5.111, 9, 0, 0, 0, 0, 0, 22, 1, 0, 100, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 10, 4.167, 0, 6.867, 12.883, 3.625, 16, 12, 0, 0, 0, 0, 0, 7, 0, 5, 1, 7, 0, 9, 13, 5, 1, 1, 0, 0, 0, 0, 0, 6, 0, 1, 1, 3, 0, 5, 4, 4, 1, 1, 0, 0, 0, 0, 0, 4, 0, 1, 2.889, 3, 10.333
4061, SciBorgs, 10, 2, 6, 2, 10, 4, 0.4, 0, 0, 100, 0.7, 0.7, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 8.7, 13, 12, 1.2, 100, 1.7, 1.7, 17, 17, 48, 4.8, 10, 1, 95.833, 2.3, 2.4, 23, 24, 96.429, 2.7, 2.8, 27, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 4.6, 4.6, 46, 46, 96, 9.6, 14, 2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4.814, 20, 6.151, 0, 3.5, 0, 6, 0, 9, 5.155, 7, 0, 7.25, 11.533, 3, 0, 14, 2, 33, 0, 6, 0, 1, 0, 1, 12, 1, 0, 3, 7, 1, 0, 5, 1, 9, 0, 2, 0, 1, 0, 1, 7, 1, 0, 2, 5, 1, 4, 0, 18.3
4125, Confidential, 9, 5, 1, 3, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 6.111, 9, 8, 0.889, 90, 2, 2.222, 18, 20, 19, 2.111, 10, 1.111, 80, 0.444, 0.556, 4, 5, 80.769, 2.333, 2.889, 21, 26, 50, 0.222, 0.444, 2, 4, 100, 0.222, 0.222, 2, 2, 95.455, 2.333, 2.444, 21, 22, 50, 5.556, 10, 2, 0.222, 0, 0, 0, 11, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 6, 0, 5.889, 0, 4, 7.75, 7, 0, 4, 7.2, 0, 7, 0, 4, 0, 0, 1, 0, 18, 0, 1, 3, 1, 0, 1, 15, 0, 2, 0, 1, 0, 0, 1, 0, 8, 0, 1, 2, 1, 0, 1, 4, 0, 2, 0, 1, 0, 3.111, 3.667, 11.667
4270, Crusaders, 10, 1, 0, 9, 10, 0, 0, 0, 0, 100, 0.4, 0.4, 4, 4, 0, 0, 0.2, 0, 2, 0.2, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 81, 8.1, 12, 23, 2.3, 0, 0, 0.4, 0, 4, 44, 4.4, 14, 1.4, 66.667, 0.6, 0.9, 6, 9, 69.231, 0.9, 1.3, 9, 13, 33.333, 0.1, 0.3, 1, 3, 50, 0.2, 0.4, 2, 4, 94.34, 5, 5.3, 50, 53, 68, 6.8, 10, 2, 0.2, 0, 0, 0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4.333, 0, 4.32, 7, 5, 4.55, 9.167, 7, 0, 0, 0, 0, 0, 5.834, 4.611, 0, 5, 0, 44, 1, 2, 7, 4, 1, 0, 0, 0, 0, 0, 4, 8, 0, 2, 0, 9, 1, 1, 5, 2, 1, 0, 0, 0, 0, 0, 3, 3, 3.3, 0, 14.9
4468, Fernbank LINKS, 10, 6, 2, 2, 9, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 7.6, 10, 14, 1.4, 100, 0.5, 0.5, 5, 5, 50, 5, 7, 0.7, 100, 1.4, 1.4, 14, 14, 100, 1.1, 1.1, 11, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 97.959, 4.8, 4.9, 48, 49, 73, 7.3, 11, 6, 0.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 10.667, 8, 4.594, 0, 6.333, 5.417, 7, 0, 4, 8.5, 0, 0, 5, 20, 5.75, 0, 6, 2, 40, 0, 3, 6, 2, 0, 1, 2, 0, 0, 1, 1, 7, 0, 4, 1, 10, 0, 1, 4, 1, 0, 1, 2, 0, 0, 1, 1, 3, 3.1, 2, 14.9
4513, Circuit Breakers, 10, 4, 5, 1, 9, 2, 0.2, 1, 0.1, 100, 0.5, 0.5, 5, 5, 80, 0.4, 0.5, 4, 5, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 6.6, 11, 11, 1.1, 0, 0, 0, 0, 0, 30, 3, 25, 2.5, 86.667, 1.3, 1.5, 13, 15, 75, 0.3, 0.4, 3, 4, 75, 0.3, 0.4, 3, 4, 100, 1.8, 1.8, 18, 18, 100, 2.6, 2.6, 26, 26, 63, 6.3, 10, 2, 0.2, 0, 0, 0, 11, 2, 0, 80, 4, 5, 0, 0, 0, 0, 0, 0, 0, 5, 7.5, 4, 0, 3.844, 6.95, 8.222, 13.25, 6, 0, 0, 0, 0, 13.667, 2, 0, 0, 2, 4, 0, 17, 16, 10, 3, 8, 0, 0, 0, 0, 3, 1, 0, 0, 2, 2, 0, 8, 5, 3, 2, 8, 0, 0, 0, 0, 1, 1, 0, 0, 3.4, 2, 12.9
4576, Red Nation Robotics, 9, 3, 1, 5, 9, 0, 0, 0, 0, 0, 0, 0.111, 0, 1, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 7.667, 10, 13, 1.444, 0, 0, 0, 0, 0, 46, 5.111, 10, 1.111, 89.474, 1.889, 2.111, 17, 19, 100, 0.556, 0.556, 5, 5, 71.429, 0.556, 0.778, 5, 7, 100, 0.333, 0.333, 3, 3, 100, 3.778, 3.778, 34, 34, 64, 7.111, 11, 2, 0.222, 0, 0, 0, 11, 1, 0, 100, 1, 1, 100, 1, 1, 0, 0, 0, 0, 3, 7, 8.933, 0, 4.579, 7, 5.5, 0, 11.667, 0, 0, 0, 12, 2, 8, 6.5, 5.5, 1, 10, 0, 33, 5, 2, 0, 3, 0, 0, 0, 1, 1, 1, 5, 5, 1, 4, 0, 9, 2, 1, 0, 1, 0, 0, 0, 1, 1, 1, 4, 2, 3.333, 0, 14.778
5098, STING - R, 10, 7, 0, 3, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 67, 6.7, 10, 13, 1.3, 100, 0.1, 0.1, 1, 1, 51, 5.1, 2, 0.2, 100, 1.9, 1.9, 19, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 2, 100, 5, 5, 50, 50, 69, 6.9, 10, 7, 0.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6.05, 0, 5.348, 0, 7, 0, 20, 0, 0, 0, 0, 7, 8.25, 0, 5.967, 0, 12, 0, 31, 0, 1, 0, 2, 0, 0, 0, 0, 1, 3, 0, 10, 0, 4, 0, 8, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 4, 2.9, 1, 13.6
5104, BreakerBots, 10, 5, 4, 1, 10, 0, 0, 0, 0, 66.667, 0.2, 0.3, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 56, 5.6, 8, 11, 1.1, 100, 0.4, 0.4, 4, 4, 28, 2.8, 13, 1.3, 92.857, 1.3, 1.4, 13, 14, 84.615, 1.1, 1.3, 11, 13, 100, 0.1, 0.1, 1, 1, 66.667, 0.4, 0.6, 4, 6, 95.833, 2.3, 2.4, 23, 24, 52, 5.2, 8, 3, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8, 0, 6.242, 7, 5.475, 8.25, 0, 0, 0, 6.25, 0, 14, 3.75, 9, 0, 0, 1, 0, 18, 2, 10, 6, 0, 0, 0, 3, 0, 2, 3, 3, 0, 0, 1, 0, 6, 1, 5, 2, 0, 0, 0, 2, 0, 2, 2, 2, 0, 2.8, 0, 10.8
5199, Robot Dolphins From Outer Space, 10, 3, 6, 1, 10, 0, 0, 0, 0, 100, 0.7, 0.7, 7, 7, 33.333, 0.1, 0.3, 1, 3, 0.3, 0, 0, 0, 0, 0, 0.5, 0, 0, 0, 0, 0, 63, 6.3, 9, 25, 2.5, 100, 1.1, 1.1, 11, 11, 14, 1.4, 13, 1.3, 100, 0.5, 0.5, 5, 5, 83.333, 1.5, 1.8, 15, 18, 85, 1.7, 2, 17, 20, 80, 2, 2.5, 20, 25, 100, 0.1, 0.1, 1, 1, 58, 5.8, 8, 0, 0, 0, 0, 0, 22, 1, 0, 100, 5, 5, 0, 0, 0, 0, 0, 0, 0, 1, 11.063, 5.25, 0, 0, 7.982, 0, 6, 0, 10, 6, 6.5, 0, 8.222, 0, 4.5, 10, 9, 3, 0, 0, 19, 0, 1, 0, 2, 1, 5, 0, 14, 0, 11, 1, 2, 2, 0, 0, 4, 0, 1, 0, 2, 1, 2, 0, 4, 0, 5, 1, 3.6, 0, 12.1
5554, The Poros, 10, 4, 2, 4, 10, 0, 0, 2, 0.2, 75, 0.3, 0.4, 3, 4, 66.667, 0.4, 0.6, 4, 6, 0.4, 0, 0, 0, 0, 0, 0.2, 0, 0, 0, 0, 0, 76, 7.6, 13, 19, 1.9, 100, 0.5, 0.5, 5, 5, 21, 2.1, 31, 3.1, 100, 0.5, 0.5, 5, 5, 83.333, 0.5, 0.6, 5, 6, 83.333, 2, 2.4, 20, 24, 91.304, 2.1, 2.3, 21, 23, 100, 1.6, 1.6, 16, 16, 67, 6.7, 12, 1, 0.1, 0, 0, 0, 22, 2, 0, 100, 7, 7, 0, 0, 0, 0, 0, 0, 0, 0, 8.556, 4, 0, 7.275, 6.521, 7.5, 8.25, 14, 9, 0, 6, 12, 6, 2, 6.5, 6, 6, 1, 0, 12, 25, 3, 3, 1, 1, 0, 3, 1, 15, 2, 2, 2, 3, 1, 0, 5, 4, 2, 2, 1, 1, 0, 2, 1, 8, 1, 2, 2, 3.3, 0, 14.3
5654, Phoenix, 10, 2, 6, 2, 10, 0, 0, 0, 0, 50, 0.4, 0.8, 4, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 10.8, 16, 13, 1.3, 0, 0, 0, 0, 0, 86, 8.6, 9, 0.9, 96.154, 2.5, 2.6, 25, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98.75, 7.9, 8, 79, 80, 104, 10.4, 13, 5, 0.5, 0, 0, 0, 1, 1, 0, 100, 4, 4, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3.976, 0, 5.175, 0, 8.7, 0, 10.5, 0, 0, 0, 0, 0, 0, 0, 3.5, 0, 16, 0, 74, 0, 7, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 0, 10, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2, 3.4, 0, 21.2
5663, Ground Control, 9, 4, 4, 1, 9, 4, 0.444, 0, 0, 79.92, 0.444, 0.556, 4, 5, 100, 0.111, 0.111, 1, 1, 0.111, 0, 0, 0, 0, 0, 0.778, 0, 0, 0, 0, 0, 49, 5.444, 8, 18, 2, 100, 0.111, 0.111, 1, 1, 10, 1.111, 20, 2.222, 88.235, 1.667, 1.889, 15, 17, 100, 0.222, 0.222, 2, 2, 80, 0.444, 0.556, 4, 5, 70.833, 1.889, 2.667, 17, 24, 100, 0.333, 0.333, 3, 3, 41, 4.556, 8, 2, 0.222, 0, 0, 0, 22, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 23.067, 0, 7.667, 5.625, 7.709, 0, 0, 8, 0, 20, 0, 7.278, 4.333, 5, 0, 0, 8, 0, 3, 5, 11, 0, 0, 1, 0, 1, 0, 9, 6, 1, 0, 0, 5, 0, 3, 4, 4, 0, 0, 1, 0, 1, 0, 6, 4, 1, 0, 2.778, 0, 10
5700, SOTA Cyberdragons, 10, 6, 2, 0, 4, 0, 0, 0, 0, 50, 0.1, 0.2, 1, 2, 100, 0.1, 0.1, 1, 1, 0.2, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 38, 3.8, 8, 9, 0.9, 90.909, 1, 1.1, 10, 11, 8, 0.8, 11, 1.1, 75, 0.3, 0.4, 3, 4, 80, 0.8, 1, 8, 10, 66.667, 0.4, 0.6, 4, 6, 75, 0.3, 0.4, 3, 4, 100, 0.7, 0.7, 7, 7, 25, 2.5, 7, 6, 0.6, 0, 0, 0, 22, 1, 0, 100, 5, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7.2, 10.667, 15, 6.5, 0, 16, 0, 6.167, 0, 0, 8, 8, 0, 0, 0, 0, 6, 6, 1, 2, 0, 1, 0, 4, 0, 0, 2, 2, 0, 0, 0, 0, 5, 3, 1, 1, 0, 1, 0, 2, 0, 0, 1, 1, 0, 2.4, 0, 6.3
5726, RHUMBOTZ, 10, 5, 1, 4, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3.4, 9, 6, 0.6, 0, 0, 0, 0, 0, 26, 2.6, 2, 0.2, 77.778, 0.7, 0.9, 7, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96.552, 2.8, 2.9, 28, 29, 35, 3.5, 9, 1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 8.167, 0, 8.688, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 0, 25, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 2, 0, 8, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2.3, 2.5, 6.9
5802, Los STEMateros, 10, 1, 2, 6, 8, 0, 0, 0, 0, 100, 0.1, 0.1, 1, 1, 50, 0.1, 0.2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 6, 10, 9, 0.9, 100, 0.9, 0.9, 9, 9, 15, 1.5, 27, 2.7, 100, 0.7, 0.7, 7, 7, 87.5, 0.7, 0.8, 7, 8, 100, 1.4, 1.4, 14, 14, 100, 1.8, 1.8, 18, 18, 100, 1.2, 1.2, 12, 12, 58, 5.8, 11, 1, 0.1, 0, 0, 0, 22, 1, 0, 100, 5, 5, 0, 0, 0, 0, 0, 0, 0, 2, 24, 3.167, 38, 7.571, 7.386, 0, 2.6, 0, 17.25, 6, 5.5, 0, 5, 0, 12, 4, 1, 5, 1, 10, 23, 0, 5, 0, 3, 1, 3, 0, 2, 0, 1, 1, 1, 3, 1, 7, 6, 0, 5, 0, 2, 1, 2, 0, 1, 0, 1, 1, 2.9, 1.5, 11.8
5849, Joker, 10, 3, 2, 4, 8, 0, 0, 0, 0, 0, 0, 0.1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 2.1, 5, 5, 0.5, 0, 0, 0, 0, 0, 16, 1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91.304, 2.1, 2.3, 21, 23, 21, 2.1, 6, 4, 0.4, 0, 0, 0, 0, 0, 0, 100, 2, 2, 100, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 9.107, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 1, 4.2
5997, Knightling Boltz, 9, 2, 4, 3, 7, 0, 0, 0, 0, 49.95, 0.111, 0.222, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 7, 11, 14, 1.556, 100, 0.333, 0.333, 3, 3, 45, 5, 1, 0.111, 100, 0.444, 0.444, 4, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98.462, 7.111, 7.222, 64, 65, 68, 7.556, 10, 3, 0.333, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 5.398, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 10.467, 0, 0, 0, 54, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9, 0, 0, 0, 10, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 2.889, 1.5, 14.556
6377, Howdy Bots, 10, 2, 4, 4, 8, 0, 0, 0, 0, 85.714, 0.6, 0.7, 6, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 7.6, 13, 20, 2, 100, 0.1, 0.1, 1, 1, 51, 5.1, 4, 0.4, 95, 1.9, 2, 19, 20, 100, 0.2, 0.2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 6, 6, 60, 60, 81, 8.1, 13, 3, 0.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 4.584, 0, 3.835, 0, 10.25, 20, 0, 0, 7, 19, 0, 0, 10.444, 0, 5.833, 0, 8, 0, 53, 0, 4, 1, 0, 0, 1, 1, 0, 0, 5, 0, 9, 0, 6, 0, 8, 0, 2, 1, 0, 0, 1, 1, 0, 0, 3, 0, 2, 3.5, 3.4, 15.7
6424, Stealth Panther Robotics, 9, 3, 2, 3, 7, 0, 0, 0, 0, 99.9, 0.111, 0.111, 1, 1, 0, 0, 0, 0, 0, 0.333, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 73, 8.111, 13, 13, 1.444, 100, 0.333, 0.333, 3, 3, 47, 5.222, 10, 1.111, 88.889, 1.778, 2, 16, 18, 100, 0.444, 0.444, 4, 4, 81.25, 1.444, 1.778, 13, 16, 60, 0.333, 0.556, 3, 5, 100, 4.111, 4.111, 37, 37, 73, 8.111, 13, 2, 0.222, 0, 0, 0, 22, 2, 0, 100, 3, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4.571, 4.4, 3.863, 6.417, 13, 0, 7, 0, 0, 10.75, 0, 8.233, 7, 4, 13, 0, 11, 5, 25, 8, 2, 0, 1, 0, 0, 3, 0, 10, 1, 1, 1, 0, 3, 5, 7, 4, 1, 0, 1, 0, 0, 2, 0, 3, 1, 1, 1, 3.222, 0, 16.222
6474, Armijo Robotics, 9, 5, 3, 1, 9, 0, 0, 0, 0, 99.9, 0.333, 0.333, 3, 3, 50, 0.222, 0.444, 2, 4, 0.222, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 46, 5.111, 9, 9, 1, 100, 0.111, 0.111, 1, 1, 14, 1.556, 22, 2.444, 75, 0.667, 0.889, 6, 8, 80, 0.444, 0.556, 4, 5, 80, 0.889, 1.111, 8, 10, 90.909, 2.222, 2.444, 20, 22, 100, 1.667, 1.667, 15, 15, 53, 5.889, 12, 1, 0.111, 0, 0, 0, 11, 3, 0, 100, 5, 5, 0, 0, 0, 0, 0, 0, 0, 1, 8.667, 3.5, 0, 3.334, 7.942, 0, 0, 0, 7, 0, 0, 0, 6.917, 0, 0, 2.5, 3, 2, 0, 7, 21, 0, 0, 0, 1, 0, 0, 0, 5, 0, 0, 2, 1, 2, 0, 6, 5, 0, 0, 0, 1, 0, 0, 0, 3, 0, 0, 1, 2.889, 0, 11
6508, Hastings Heroes, 10, 0, 7, 3, 10, 0, 0, 0, 0, 87.5, 0.7, 0.8, 7, 8, 0, 0, 0.1, 0, 1, 0.1, 0, 0, 0, 0, 0, 0.4, 0, 0, 0, 0, 0, 50, 5, 9, 17, 1.7, 100, 0.3, 0.3, 3, 3, 14, 1.4, 16, 1.6, 92.857, 1.3, 1.4, 13, 14, 100, 1, 1, 10, 10, 83.333, 0.5, 0.6, 5, 6, 33.333, 0.2, 0.6, 2, 6, 91.667, 1.1, 1.2, 11, 12, 41, 4.1, 7, 2, 0.2, 0, 0, 0, 1, 2, 0, 100, 7, 7, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8.917, 0, 5.556, 8, 8.5, 7.084, 13, 0, 0, 7.333, 0, 10.556, 5, 0, 6.5, 0, 7, 0, 8, 6, 4, 5, 1, 0, 0, 3, 0, 5, 2, 0, 2, 0, 4, 0, 4, 2, 2, 3, 1, 0, 0, 3, 0, 3, 1, 0, 1, 2.7, 3, 9.1
6510, Pymble Pride, 10, 3, 7, 0, 10, 1, 0.1, 0, 0, 100, 0.8, 0.8, 8, 8, 0, 0, 0.1, 0, 1, 0.4, 0, 0, 0, 0, 0, 0.1, 0, 0, 0, 0, 0, 57, 5.7, 10, 2, 0.2, 0, 0, 0, 0, 0, 40, 4, 15, 1.5, 50, 0.6, 1.2, 6, 12, 66.667, 0.4, 0.6, 4, 6, 50, 0.4, 0.8, 4, 8, 50, 0.1, 0.2, 1, 2, 96.875, 3.1, 3.2, 31, 32, 46, 4.6, 9, 2, 0.2, 0, 0, 0, 22, 1, 0, 50, 2, 4, 0, 0, 0, 0, 0, 0, 0, 3, 5, 7.75, 0, 5.686, 7.5, 7, 6.375, 20, 0, 0, 0, 0, 0, 0, 15, 6, 1, 5, 0, 25, 7, 2, 5, 1, 0, 0, 0, 0, 0, 0, 1, 4, 1, 4, 0, 8, 4, 2, 4, 1, 0, 0, 0, 0, 0, 0, 1, 4, 2.9, 0, 10.3
6645, Alloy Obsession, 10, 4, 0, 5, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 4.2, 8, 6, 0.6, 0, 0, 0, 0, 0, 36, 3.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95.745, 4.5, 4.7, 45, 47, 45, 4.5, 8, 2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 11.096, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.167, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2.4, 2.333, 8.7
